Filename,Exp_Density (g/cm³),Exp_a (Å),Exp_b (Å),Exp_c (Å),Exp_alpha (°),Exp_beta (°),Exp_gamma (°),Sim_Density (g/cm³),Sim_a (Å),Sim_b (Å),Sim_c (Å),Sim_alpha (°),Sim_beta (°),Sim_gamma (°)
0_Omsite_298.00_1.01_,4.7525113881239,5.3506,5.350599999999999,19.5802,90.0,90.0,120.0,0.0010236510648078,214.8581884240022,214.85818842400255,786.2606625387195,90.0,90.0,120.0
0_Imgreite_298.00_1.01_,8.5218809537764,11.871,11.871,10.708,90.0,90.0,120.0,8.273221809897342,11.988762890153676,11.988762890153632,10.814225678356046,90.0,90.0,120.0
0_Eglestonite_298.00_1.01_,8.645718485015811,16.036,16.036,16.036,90.0,90.0,90.0,6.77438966101375,17.400789177423274,17.400789177423274,17.400789177423274,90.0,90.0,90.0
0_Ferroqingheiite_298.00_1.01_,3.769219772092361,11.91,12.383,6.372,90.0,114.43,90.0,3.616487854399644,12.075373464856831,12.554941193561715,6.460476886487533,90.0,114.42999999999871,90.0
0_Crawfordite_298.00_1.01_,3.181097532763606,9.187,10.558,6.707,90.0,90.0,89.98000000000002,2.923310175451699,9.449531046399857,10.859709240001132,6.898661666289703,90.0,90.0,89.97999999999489
0_Pyrite_298.00_1.01_,5.117016532624323,10.76,10.76,10.76,90.0,90.0,90.0,5.039787028901142,10.814685173360584,10.814685173360584,10.814685173360584,90.0,90.0,90.0
0_Masutomilite_298.00_1.01_,2.697084087989626,10.5968,9.1461,10.0966,90.0,100.818,90.0,2.723751428942974,10.56211302439613,9.11616166507143,10.063550351249065,90.0,100.81800000001328,90.0
0_Grandidierite_298.00_1.01_,2.9368516472470803,10.325,10.9575,5.76,90.0,90.0,90.0,2.8188824094855294,10.467076745442162,11.108280236143672,5.839260247336289,90.0,90.0,90.0
0_Gupeiite_298.00_1.01_,7.158347022075139,11.324,11.324,5.662,90.0,90.0,90.0,7.321209988166089,11.239401956050198,11.239401956050198,5.619700978025099,90.0,90.0,90.0
0_Clinobehoite_298.00_1.01_,1.919317795397178,11.02,4.746,8.645999999999999,90.0,98.93999999999998,90.0,1.8665191519593016,11.123011147248,4.790363965956375,8.726819816615766,90.0,98.94000000000212,90.0
0_Topaz-OH_1673.15_140000.00_,6.488302031695044,9.44636,8.9148,5.54552,90.0,90.0,90.0,3.109844017207286,76.31577277027431,72.02137660352226,44.80145201040557,90.0,90.0,90.0
0_Kuznetsovite_298.00_1.01_,8.703160926943223,16.7966,8.3983,8.3983,90.0,90.0,90.0,6.842914360886418,18.20226389862791,9.101131949313954,9.101131949313954,90.0,90.0,90.0
0_Mercallite_298.00_1.01_,2.30667471913814,8.4,9.79,18.93,90.0,90.0,90.0,2.025308526323686,8.77243889427057,10.224068663679589,19.76931765101647,90.0,90.0,90.0
0_Ordonezite_298.00_1.01_,6.674041979706537,9.3276,9.3276,9.263,90.0,90.0,90.0,6.295602601594275,9.510878584628015,9.510878584628015,9.44500925526482,90.0,90.0,90.0
0_Gratonite_298.00_1.01_,6.180968794961634,17.758,17.758,7.807,90.0,90.0,120.0,5.662597443513718,18.28427295497891,18.284272954978817,8.038366874620994,90.0,90.0,120.0
0_Hematolite_298.00_1.01_,3.399151187741861,8.275,8.275,36.6,90.0,90.0,120.0,4.085148825679528,7.783215178779612,7.783215178779505,34.42485505055364,90.0,90.0,120.0
0_Celestine_298.00_1.01_,3.961575595424177,13.74,8.371,10.71,90.0,90.0,90.0,3.716041485428024,14.03621636431651,8.551467771884518,10.940893541617706,90.0,90.0,90.0
0_Bahariyaite_298.00_1.01_,2.7954964271482745,9.0509,11.2762,14.7164,90.0,90.0,90.0,2.4064196561376563,9.514614621089754,11.85392584056082,15.47038135542356,90.0,90.0,90.0
0_Microsommite_293.00_1.01_,4.197318099051436,12.784,12.784,5.346,90.0,90.0,120.0,0.0008392957615609,213309.19565315347,213309.1956531536,89201.42052266566,90.0,90.0,119.99999999999996
0_Pauflerite_298.00_1.01_,3.299115685537552,7.389,12.548,7.0788,90.0,90.0,90.0,3.116918527873356,7.53027051150643,12.787905586464117,7.214139788449367,90.0,90.0,90.0
0_Panichiite_298.00_1.01_,2.394640738650054,10.064,10.064,10.064,90.0,90.0,90.0,1.950346326898324,10.777268253901402,10.777268253901402,10.777268253901402,90.0,90.0,90.0
0_Nasonite_298.00_1.01_,5.628342820683288,10.08,10.08,13.27,90.0,90.0,120.0,5.244260913001702,10.32033915516773,10.32033915516764,13.586398867963842,90.0,90.0,120.0
0_Beudantite_298.00_1.01_,11.26129534531564,7.315,7.314999999999999,17.0355,90.0,90.0,120.0,0.0037293506985001,143.91933193136438,143.91933193136387,335.1657934540965,90.0,90.0,120.0
0_Hundholmenite-(Y)_298.00_1.01_,5.530073109795181,10.675,10.675,27.02,90.0,90.0,120.0,5.000645030953546,11.039202524292204,11.039202524292184,27.941850323782205,90.0,90.0,120.0
0_Coloradoite_298.00_1.01_,8.199817007947145,12.86,12.86,12.86,90.0,90.0,90.0,7.371757950743935,13.324569783229617,13.324569783229617,13.324569783229617,90.0,90.0,90.0
0_Szymanskiite_298.00_1.01_,5.020491785793723,17.3984,17.3984,6.0078,90.0,90.0,120.0,3.8760917781812014,18.96727713613704,18.967277136137167,6.549545221312564,90.0,90.0,120.0
0_Aramayoite_298.00_1.01_,5.882527745833413,15.626,16.536000000000005,8.88,100.31999999999998,104.07,90.18,5.465309196966043,16.014087480687376,16.946688249113425,9.100543762223383,100.32000000000605,104.07000000000596,90.17999999999408
0_Tvalchrelidzeite_298.00_1.01_,7.504997078660461,11.5526,8.7704,15.6373,90.0,91.845,90.0,6.283751988967238,12.25743609932212,9.305491193800158,16.59134787977867,90.0,91.84499999998862,90.0
0_Stilleite_298.00_1.01_,5.266611835109151,11.3352,11.3352,11.3352,90.0,90.0,90.0,5.023182638965972,11.515429439227445,11.515429439227445,11.515429439227445,90.0,90.0,90.0
0_Freieslebenite_298.00_1.01_,6.182861490610755,15.06,12.79,11.9,90.0,92.23000000000002,90.0,5.354456125510633,15.800024690660424,13.41848046437896,12.484747265528505,90.0,92.22999999999456,90.0
0_Rhodostannite_298.00_1.01_,5.171709369678363,14.61,7.305,10.33,90.0,90.0,90.0,4.594047530050469,15.198391221051638,7.599195610525819,10.746021992708128,90.0,90.0,90.0
0_Parsettensite_298.00_1.01_,2.7065095731063,39.1,22.84,17.95,90.0,135.59999999999997,90.0,0.0114700772163968,4126.7502323013705,2410.6131791755224,1894.5055414273563,90.0,135.59999999998732,90.0
0_Gravegliaite_298.00_1.01_,2.387913894808976,9.763,5.635,9.558,90.0,90.0,90.0,2.2906790586973957,9.899283194495064,5.7136598177793445,9.691421568471146,90.0,90.0,90.0
0_Lotharmeyerite_298.00_1.01_,4.284849790676854,9.0727,12.506,7.415,90.0,116.739,90.0,3.9296628524167128,9.338231828289889,12.872014642233612,7.63201571822824,90.0,116.7389999999954,90.0
0_Barite_298.00_1.01_,4.469387403828609,8.884,10.916,14.306,90.0,90.0,90.0,4.176768262679455,9.086817727983458,11.165207374906222,14.632599551613046,90.0,90.0,90.0
0_Natromolybdite_298.00_1.01_,2.5912805955528744,8.478,10.579,13.83,90.0,90.0,90.0,2.4326522046386096,8.658446027849102,10.80416378020951,14.12435816998746,90.0,90.0,90.0
0_Atacamite_298.00_1.01_,3.725978060782352,12.02,9.13,13.68,90.0,90.0,90.0,4.074421842656547,11.667693906432392,8.862399780842622,13.27903932113104,90.0,90.0,90.0
0_Weissbergite_298.00_1.01_,6.076174625944788,12.246,12.586,11.837999999999996,101.34,98.39,103.21,5.316250070696188,12.803925101557269,13.159415427747888,12.37733671012862,101.3400000000108,98.3900000000101,103.21000000000896
0_Safflorite_298.00_1.01_,7.432064215205923,10.1338,11.7478,9.4038,90.0,90.0,90.0,7.281821729254132,10.2030233056095,11.828048430957898,9.468036724751997,90.0,90.0,90.0
0_Tisinalite_298.00_1.01_,3.030317258036487,10.036,10.035999999999998,12.876,90.0,90.0,120.0,2.9270362101241623,10.152701350729298,10.152701350729323,13.025725646870365,90.0,90.0,120.0
0_Jahnsite-(NaMnMg)_298.00_1.01_,2.639535547945924,15.1045,7.1629,9.8949,90.0,110.64,90.0,2.522354325553244,15.334933382242165,7.27217678994096,10.045856024625026,90.0,110.64000000001052,90.0
0_Freudenbergite_298.00_1.01_,3.915016592172565,12.267,7.646,6.483,90.0,107.15999999999998,90.0,3.7797393073193786,12.411643578701964,7.736156093809096,6.559442840199371,90.0,107.15999999998968,90.0
0_Vavrinite_298.00_1.01_,7.911291708153265,11.727,7.818,15.682,90.0,90.0,120.0,7.603018598722005,11.883407924512046,7.92227194967471,15.89115742067006,90.0,90.0,120.0
0_Clinoptilolite-K_298.00_1.01_,2.4664386844810147,17.619,17.503,7.370999999999999,90.0,116.71,90.0,2.354149212261944,17.894883969729158,17.77706760441396,7.486417489123858,90.0,116.71000000000444,90.0
0_Cryolithionite_298.00_1.01_,2.7723472211599747,12.122,12.122,12.122,90.0,90.0,90.0,2.5672215618075365,12.436653013461084,12.436653013461084,12.436653013461084,90.0,90.0,90.0
0_Ungemachite_298.00_1.01_,2.2589496623558305,10.898,10.898,24.989,90.0,90.0,120.0,2.118375867841498,11.13395111529773,11.13395111529775,25.530033439179228,90.0,90.0,120.0
0_Oxygen_298.00_1.01_,2.5492365519130664,8.4302,8.8701,13.3794,90.0,90.0,90.0,0.4479049655362278,15.75464789593884,16.576748155651067,25.00388318888344,90.0,90.0,90.0
0_Tugtupite_293.15_1.01_,2.3451849287184228,17.28,8.64,8.873,90.0,90.0,90.0,2.2443535296723205,17.53502008709108,8.76751004354554,9.003948682451385,90.0,90.0,90.0
0_Abswurmbachite_298.00_1.01_,4.89525430165628,9.406,9.406,18.546,90.0,90.0,90.0,4.508067565826703,9.667930923864958,9.667930923864958,19.062454487986205,90.0,90.0,90.0
0_Skutterudite_298.00_1.01_,6.847758768986336,16.39,8.195,8.195,90.0,90.0,90.0,6.612740521019367,16.581915337992815,8.290957668996407,8.290957668996407,90.0,90.0,90.0
0_Alabandite_298.00_0.00_,4.052139393095682,10.449,10.449,10.449,90.0,90.0,90.0,4.2390887464637,10.293085393250818,10.293085393250818,10.293085393250818,90.0,90.0,90.0
