Filename,Exp_Density (g/cm³),Exp_a (Å),Exp_b (Å),Exp_c (Å),Exp_alpha (°),Exp_beta (°),Exp_gamma (°),Sim_Density (g/cm³),Sim_a (Å),Sim_b (Å),Sim_c (Å),Sim_alpha (°),Sim_beta (°),Sim_gamma (°)
0_Paratacamite-(Mg)_298.00_1.01_,3.3959116285194444,13.689,13.688999999999998,14.025,90.0,90.0,120.0,3.2710875846518963,13.860992762782343,13.860992762782418,14.201214369057164,90.0,90.0,120.0
0_Roubaultite_298.00_1.01_,4.714235758048034,7.767,13.848,7.85,92.16,90.89,93.48,4.533597924121954,7.86887970397969,14.029644153561438,7.952968414605522,92.15999999999036,90.89000000000986,93.47999999999412
0_Rhodocrosite_298.00_1.00_,3.665943593061585,9.5806,4.7903,15.72,90.0,90.0,120.0,3.510362263536704,9.720118117864644,4.860059058932287,15.948923534312176,90.0,90.0,120.0
0_Scacchite_298.00_1.01_,3.0496367522463106,11.058,7.372,17.47,90.0,90.0,120.0,2.842813011458275,11.32006892267828,7.546712615118946,17.884030030673955,90.0,90.0,120.0
0_Pucherite_298.00_1.01_,6.634358133290664,10.664,10.12,12.02,90.0,90.0,90.0,6.429831756363595,10.776125929392713,10.226406077030628,12.146383502560118,90.0,90.0,90.0
0_Daubreelite_298.00_1.01_,3.832653664860055,9.995,9.995,9.995,90.0,90.0,90.0,3.8829656760234097,9.952047637242083,9.952047637242083,9.952047637242083,90.0,90.0,90.0
0_Hydroxyledgrewite_298.00_1.01_,3.0556092603109297,5.0672,11.3545,15.394100000000002,100.587,90.0,90.0,2.772535774601745,5.234258142547955,11.72884119031431,15.901620869947314,100.58699999999956,90.0,90.0
0_Ferrotapiolite_298.00_1.01_,8.230073048942204,9.498,9.498,9.192,90.0,90.0,90.0,7.851104497340307,9.648440368571125,9.648440368571125,9.337593584744788,90.0,90.0,90.0
0_Hydroniumjarosite_298.00_1.01_,2.8949364850015686,7.3552,7.355199999999999,16.9945,90.0,90.0,120.0,2.7372336466050182,7.493892476293924,7.493892476293906,17.31495481949873,90.0,90.0,120.0
0_Ecandrewsite_298.00_1.01_,5.093880777927391,5.09472,10.189439999999998,14.0302,90.0,90.0,120.0,4.916413245527861,5.155321472895644,10.310642945791315,14.19708861900554,90.0,90.0,119.99999999999996
0_Hematolite_298.00_1.01_,3.399151187741861,8.275,8.275,36.6,90.0,90.0,120.0,4.249511168615712,7.681957824074606,7.6819578240746,33.97699774756839,90.0,90.0,120.0
0_Alabandite_298.00_0.00_,4.052139393095682,10.449,10.449,10.449,90.0,90.0,90.0,4.21148608367252,10.315546496916811,10.315546496916811,10.315546496916811,90.0,90.0,90.0
0_Schairerite_298.00_1.01_,2.6192874621033333,12.197,12.197,19.259,90.0,90.0,120.0,2.459446922893775,12.455789555681394,12.45578955568144,19.66762737172005,90.0,90.0,120.0
0_Albite-Ge_298.00_1.01_,4.627702103259071,8.411,13.291,7.342,94.38,116.28,90.87,3.4261957991107423,9.301982718695006,14.698924303195335,8.119742851106682,94.38000000000386,116.28000000001512,90.86999999999615
0_Ravatite_298.00_1.01_,1.1527862098585635,8.441,12.28,9.438,90.0,97.96,90.0,1.1045191638332663,8.56817266235221,12.46501128938339,9.58019353006519,90.0,97.95999999999948,90.0
0_Schumacherite_298.00_1.01_,6.91279597093941,13.818,7.401,9.399,110.72,106.05,92.2,6.225125632148459,14.309902463670346,7.664465778956744,9.73359192763332,110.71999999998552,106.04999999999347,92.20000000000782
0_Pseudomalachite_298.00_1.01_,4.337248331066489,8.9456,5.7469,17.032,90.0,91.043,90.0,4.402575571160918,8.901156429849877,5.7183482255750935,16.94738154100388,90.0,91.04300000000428,90.0
0_Hydroxyl-bastnasite-(Ce)_298.00_1.01_,4.91563561725714,12.4112,12.4112,9.8511,90.0,90.0,120.0,5.01966778758278,12.324922121909928,12.324922121909896,9.782618950234262,90.0,90.0,120.0
0_Fibroferrite_298.00_1.01_,1.9959158387669385,24.199,24.199,7.6476,90.0,90.0,120.0,1.8873436819716876,24.654762723972976,24.65476272397273,7.791634505882736,90.0,90.0,120.0
0_Hedyphane_298.00_1.01_,5.990127641639994,10.14,10.14,14.37,90.0,90.0,120.0,5.604732803360402,10.36737300037077,10.36737300037088,14.692223867389352,90.0,90.0,119.99999999999996
0_Ferrobustamite_298.00_1.01_,3.067005142211609,7.862,7.253,13.967,89.44,95.28,103.29,2.946910904481941,7.96739856539716,7.350234265431861,14.154242656182028,89.44000000000212,95.2800000000123,103.28999999999108
0_Eosphorite_20.00_1.01_,3.12480702885495,6.9263,10.4356,13.5234,90.0,90.0,90.0,2.8010471805981685,7.183562963409396,10.823208590582952,14.025698479616844,90.0,90.0,90.0
0_Erazoite_298.00_1.01_,6.259589884754721,7.478,3.739,32.941,90.0,90.0,120.0,4.874829939531265,8.128735460051196,4.06436773002555,35.80752537971966,90.0,90.0,120.0
0_Hellandite-(Ce)_298.00_1.01_,3.164234341494582,19.068,4.745,10.289,90.0,111.18,90.0,3.0212269751554865,19.36435072987201,4.818745763228601,10.448909411561406,90.0,111.17999999999826,90.0
0_Vigezzite_298.00_1.01_,4.804530650769955,11.065,7.527,10.686,90.0,90.0,90.0,4.52515102373277,11.288229862096973,7.6788527945779155,10.901583760177862,90.0,90.0,90.0
0_Tochilinite_298.00_1.01_,2.993439252517842,5.37,15.65,10.72,90.0,95.0,90.0,2.9081636439473777,5.424620246336035,15.80918190971314,10.829037065311432,90.0,95.0,90.0
0_Theophrastite_298.00_1.01_,3.875024551616924,9.36,9.36,9.22,90.0,90.0,120.0,5.043898138611334,8.573264281396828,8.573264281396812,8.445031695991362,90.0,90.0,120.0
0_Maneckiite_298.00_1.01_,4.442716899528626,12.526,12.914,11.664,90.0,90.0,90.0,3.1409709951041163,14.066080721553078,14.50178560100078,13.09809720071808,90.0,90.0,90.0
0_Plumbojarosite_298.00_1.01_,4.281700400557826,7.3055,7.305499999999999,33.675,90.0,90.0,120.0,3.930730493267973,7.516856294151426,7.516856294151372,34.64925545213168,90.0,90.0,120.0
0_Phlogopite_298.00_1.01_,2.861311537795169,10.64,9.21,10.16,90.0,100.03,90.0,2.793394206367679,10.725604102034088,9.284099039448714,10.241742262844555,90.0,100.03000000001305,90.0
0_Mercallite_298.00_1.01_,2.30667471913814,8.4,9.79,18.93,90.0,90.0,90.0,1.9386820999501857,8.902028764991165,10.375102572531402,20.061357681104983,90.0,90.0,90.0
0_Burangaite_298.00_1.01_,3.0544531062967373,25.099,5.0491,13.438,90.0,110.88,90.0,2.925395056839946,25.46285638046677,5.122296033731066,13.632808639416352,90.0,110.88000000000396,90.0
0_Levyclaudite-(Sb)_298.00_1.01_,9.513446082769727,7.3322,12.6276,11.902799999999996,92.49,90.59,89.986,5.570753309293243,8.768064356143311,15.100462271028736,14.23372472358951,92.48999999999393,90.59000000000935,89.98599999999115
0_Magnanelliite_298.00_1.01_,2.870557392144798,7.5491,16.8652,12.1574,90.0,94.06399999999998,90.0,2.5542549017170817,7.8489422172535965,17.535067793833356,12.640278988493924,90.0,94.06400000000912,90.0
0_Bromcarnallite_298.00_1.01_,1.4709519551735886,13.37,13.37,13.426,90.0,90.0,90.0,1.472667136531921,13.36734911957287,13.36734911957287,13.423338016408762,90.0,90.0,90.0
0_Papagoite_298.00_1.01_,3.2052921588309577,12.926,11.496,4.696,90.0,100.81,90.0,3.0922435730787408,13.08176067831338,11.634528915200876,4.752587664038244,90.0,100.80999999999788,90.0
0_Gotzenite_298.00_1.01_,3.0887013526620617,9.6192,11.449799999999998,7.3307,89.921,101.13200000000002,100.639,2.9479126902803423,9.769990465816024,11.629286929838283,7.4456159667912285,89.92099999998942,101.1319999999945,100.63900000001053
0_Cupromakopavonite_298.00_1.01_,6.946826145735758,13.3801,4.0007,31.083,90.0,93.064,90.0,6.399559875539584,13.751412924572316,4.111723954778859,31.94558844361993,90.0,93.06400000000907,90.0
0_Genthelvite_298.00_1.01_,3.7174859731509056,16.218,8.109,8.109,90.0,90.0,90.0,3.5812414464208677,16.42112974376656,8.21056487188328,8.21056487188328,90.0,90.0,90.0
0_Kukharenkoite-(Ce)_298.00_1.01_,4.6854998975179125,13.374,10.2022,6.653,90.0,106.56,90.0,4.4053126944133165,13.651834061344776,10.414142475000196,6.791210708099842,90.0,106.55999999999992,90.0
0_Carnegieite_298.00_1.01_,2.356974689608196,14.74,7.37,7.37,90.0,90.0,90.0,2.3962861944129523,14.659091815587106,7.329545907793553,7.329545907793553,90.0,90.0,90.0
0_Forsterite_298.00_1.01_,3.9804380072562062,9.524,10.244,5.989,90.0,90.0,90.0,3.884908968337176,9.601441909955806,10.327296401258709,6.037697983906489,90.0,90.0,90.0
0_Danalite_298.00_1.01_,3.343293852089705,16.436,8.218,8.218,90.0,90.0,90.0,3.2261488800438625,16.63260910791604,8.31630455395802,8.31630455395802,90.0,90.0,90.0
0_Chovanite_298.00_1.01_,6.709765681375265,48.293,4.1107,34.223,90.0,106.16800000000002,90.0,5.327908834885078,52.159788404932186,4.439841016216719,36.9632128586338,90.0,106.16800000000256,90.0
0_Kryzhanovskite_298.00_1.01_,3.3641596866313708,9.404,9.973,8.536,90.0,90.0,90.0,3.034114811430542,9.74146732133478,10.330886175634934,8.84231870001197,90.0,90.0,90.0
0_Tavorite_298.00_1.01_,3.3168515059788533,10.7056,7.289600000000001,10.2374,109.35899999999998,97.733,106.359,3.1447067949613663,10.897539474019524,7.420294401977781,10.420945169941698,109.35900000000044,97.73300000000458,106.35899999999891
0_Stillwellite-(La)_298.00_1.01_,4.962151147195591,6.874,6.873999999999999,13.434,90.0,90.0,120.0,4.364342218966082,7.174604121054697,7.174604121054707,14.021476834775765,90.0,90.0,120.0
0_Srilankite_298.00_1.01_,6.121600332658063,9.699,10.927,10.0924,90.0,90.0,90.0,5.294224473131175,10.180297508054164,11.469235062429872,10.593219359757308,90.0,90.0,90.0
0_Takeuchiite_298.00_1.01_,3.698906219900664,27.585,12.561,6.027,90.0,90.0,90.0,3.48453072713816,28.139558996164563,12.813521861548704,6.148164657237042,90.0,90.0,90.0
0_Arsenotucekite_298.00_1.01_,6.478633777556129,9.7856,9.7856,10.7582,90.0,90.0,90.0,5.869523839142675,10.1130783146485,10.1130783146485,11.118226692757805,90.0,90.0,90.0
0_Oldhamite_298.00_1.01_,2.600564894207994,11.3806,11.3806,11.3806,90.0,90.0,90.0,2.5367901753701028,11.475191537021766,11.475191537021766,11.475191537021766,90.0,90.0,90.0
0_Natroxalate_140.00_1.01_,2.3745589361642883,6.898,10.486,10.374999999999998,90.0,92.66,90.0,2.2391891117664158,7.034330078933873,10.69324227423887,10.58004850231054,90.0,92.65999999999028,90.0
0_Nashite_298.00_1.01_,2.378661557231627,10.0099,21.8472,11.1504,90.0,116.58400000000002,90.0,2.255445267512711,10.189107120075152,22.238330160511676,11.350025477945524,90.0,116.583999999993,90.0
0_Oskarssonite_298.00_1.01_,3.193081965810749,9.861,9.861,12.4462,90.0,90.0,120.0,3.002796959932911,10.06513427992398,10.065134279923935,12.703850955764125,90.0,90.0,120.0
0_Metarossite_298.00_1.01_,2.7674537307959213,12.42,14.12,7.76,92.97,96.65,105.78,2.185461948102496,13.441159200029542,15.280931393270276,8.398018952675416,92.96999999998808,96.65000000000872,105.78000000001384
0_Arsenohauchecornite_298.00_1.01_,6.616301558810544,10.2711,10.2711,10.807,90.0,90.0,90.0,6.529313083077828,10.31652068134407,10.31652068134407,10.85479052908502,90.0,90.0,90.0
0_Armstrongite_298.00_1.01_,2.613167144247389,14.0178,14.1289,7.8366,90.0,109.436,90.0,2.463006235907934,14.297186405891356,14.410500721240206,7.992789951947387,90.0,109.43599999999034,90.0
0_Nabokoite_298.00_1.01_,3.974304482926828,9.833,9.833,20.591,90.0,90.0,90.0,3.759773288166537,10.016664499192157,10.016664499192157,20.97560649881704,90.0,90.0,90.0
0_Natrite_120.00_1.01_,2.6359372092611326,8.825,10.388,11.906,90.0,101.82999999999998,90.0,2.437695316636801,9.058083035694318,10.662364484395727,12.22045740770278,90.0,101.83000000000524,90.0
0_Xifengite_298.00_1.01_,6.514420516010596,13.4832,6.7416,9.4158,90.0,90.0,120.0,6.731019774417125,13.337048633010497,6.668524316505285,9.313737281854658,90.0,90.0,120.0
0_Wohlerite_298.00_1.01_,3.436413266010461,10.836,10.27,7.296,90.0,109.13,90.0,3.2833976873029904,11.001814354357249,10.42715332403549,7.407644659412111,90.0,109.13000000000396,90.0
0_Cumengeite_298.00_1.01_,4.889755066625078,15.065,15.065,24.436,90.0,90.0,90.0,4.706319223154881,15.259115089430596,15.259115089430596,24.75086201960342,90.0,90.0,90.0
0_Juangodoyite_298.00_1.01_,2.984812965188145,12.34,8.171,11.296,90.0,116.24,90.0,2.8218096488051043,12.57326165410087,8.325455508562285,11.509527037659934,90.0,116.23999999999326,90.0
0_Gerhardtite_298.00_1.01_,3.3891077531936937,6.087,13.813,11.194,90.0,90.0,90.0,3.1240084300063407,6.254652936972988,14.193448499820756,11.502313943892904,90.0,90.0,90.0
0_Cinnabar_298.00_1.01_,8.17089821346406,12.45,12.45,9.51,90.0,90.0,120.0,6.921524885750396,13.161618193593274,13.161618193593164,10.053573415347028,90.0,90.0,120.0
0_Kanonaite_298.00_1.01_,3.508666822811779,7.959,8.047,11.232,90.0,90.0,90.0,3.2939472480905883,8.128335013990514,8.21820729458245,11.47097108646085,90.0,90.0,90.0
0_Clinoferrosilite_298.00_1.01_,3.946587421514292,9.76,9.057,10.468,90.0,106.3,90.0,3.836190524474848,9.852761870347315,9.14308035448107,10.567490907663464,90.0,106.2999999999936,90.0
0_Fluorapophyllite-(Na)_298.00_1.01_,2.377844835026041,8.875,8.881,15.79,90.0,90.0,90.0,2.2605806359317264,9.025950210045837,9.032052260891884,16.058563810323587,90.0,90.0,90.0
0_Caswellsilverite_4.20_1.01_,3.2675312022124587,10.6683,7.1122,19.365,90.0,90.0,120.0,3.1865901031444617,10.757878566151684,7.1719190441010925,19.527602189058005,90.0,90.0,120.0
0_Fluorphosphohedyphane_298.00_1.01_,5.918082866285861,9.6402,9.6402,14.0242,90.0,90.0,120.0,5.527309118245523,9.862472098023302,9.862472098023344,14.347553079510655,90.0,90.0,120.0
0_Sodic-ferripedrizite_298.00_1.01_,3.505204030609244,9.536,17.797,5.278,90.0,102.53999999999998,90.0,2.823071165597972,10.252362522340896,19.133944610958604,5.674493434659782,90.0,102.53999999999088,90.0
0_Tapiolite-(Fe)_298.00_1.01_,8.166332947215714,9.503,9.503,9.254,90.0,90.0,90.0,7.857913948469021,9.62574985997389,9.62574985997389,9.373533537219732,90.0,90.0,90.0
0_Sheldrickite_298.00_1.01_,2.841870406447329,6.726,13.451999999999998,15.044,90.0,90.0,120.0,2.599490426014996,6.929018386810819,13.858036773621558,15.498089891641746,90.0,90.0,120.0
0_Diopside-ferrian_298.00_1.01_,3.2630355732677354,9.7578,8.9226,10.5278,90.0,105.88599999999998,90.0,3.129256864770378,9.894933304001473,9.047995644334076,10.675754661692835,90.0,105.88600000000037,90.0
0_Housleyite_298.00_1.01_,7.849069072627589,7.8552,10.4836,11.0426,90.0,95.547,90.0,7.366562485164543,8.023170322249245,10.707774262950885,11.278727543597784,90.0,95.54700000000784,90.0
0_Holmquistite_298.00_1.01_,3.0236307664520403,18.277,17.65,5.2736,90.0,90.0,90.0,2.850175419304812,18.64057584053421,18.001103221832366,5.37850526632602,90.0,90.0,90.0
0_Iridarsenite_298.00_1.01_,10.917321053124038,12.1098,12.1434,12.3174,90.0,113.19700000000002,90.0,10.179873864322314,12.395735528645217,12.430128888879258,12.608237361520024,90.0,113.19699999999422,90.0
0_Diaoyudaoite_298.00_1.01_,4.7382887434163,5.5929,5.592899999999999,22.526,90.0,90.0,120.0,2.4612651661853584,6.967615041629084,6.967615041629045,28.062811140506216,90.0,90.0,120.0
0_Jagueite_298.00_1.01_,7.959792961946243,11.344,9.909,12.528,90.0,115.4,90.0,7.702108709137083,11.469204683036043,10.018366467225242,12.666272590715526,90.0,115.40000000001108,90.0
0_Fencooperite_298.00_1.01_,4.278369693038678,10.7409,10.7409,7.0955,90.0,90.0,120.0,3.98750789199152,10.996356795407324,10.996356795407342,7.26425622078344,90.0,90.0,120.0
0_Santaclaraite_298.00_1.01_,3.410536318410292,10.273,11.91,12.001,105.77,110.64,89.13,3.230920169807775,10.459985243709204,12.12678129587997,12.219437643312894,105.77000000000736,110.6400000000106,89.13000000000382
0_Ammoniojarosite_298.00_1.01_,3.0007885255420588,7.3177,7.3177,17.534,90.0,90.0,120.0,1.64799774180271,8.949466693455363,8.949466693455289,21.44388933722972,90.0,90.0,120.0
0_Rumseyite_298.00_1.01_,7.76253773502617,12.195,8.13,12.631,90.0,90.0,90.0,6.388547092110358,13.015342629743971,8.676895086495868,13.480671812734355,90.0,90.0,90.0
0_Anthoinite_298.00_1.01_,4.880502876802366,8.196,9.187,11.316,92.82,94.07999999999998,90.23,4.290499517412215,8.556223338333412,9.590778893273525,11.813350817055015,92.82000000000598,94.08000000000432,90.2299999999946
0_Manganoneptunite_298.00_1.01_,3.2287311074239,16.41,12.55,10.03,90.0,115.5,90.0,3.036569016149288,16.74918285513193,12.809399441310449,10.23731286026648,90.0,115.50000000000004,90.0
0_Bismutoferrite_298.00_1.01_,4.839064670052397,10.42,9.02,7.74,90.0,100.667,90.0,4.658047503024308,10.553307693749217,9.135396871172462,7.839021261959559,90.0,100.66700000000463,90.0
0_Barioperovskite_190.00_1.01_,6.017437045419348,7.9656,11.349,11.3892,90.0,90.0,90.0,5.620690840509843,8.148881693454527,11.610130855053796,11.651255822925352,90.0,90.0,90.0
0_Mariinskite_298.00_1.01_,7.160601266375498,8.974,5.629,9.732,90.0,90.0,90.0,3.305333150982562,11.61738115831172,7.287078063309242,12.598657614518732,90.0,90.0,90.0
0_Peprossiite-(Ce)_298.00_1.01_,4.241637413532618,9.224,9.224,9.374,90.0,90.0,120.0,3.2689482914046266,10.064731675910451,10.064731675910553,10.228403591715796,90.0,90.0,120.0
0_Cappelenite-(Y)_298.00_1.01_,4.469025798683857,10.67,10.67,9.36,90.0,90.0,120.0,4.31102971192812,10.798806415397598,10.798806415397593,9.472992319411594,90.0,90.0,120.0
0_Parwelite_298.00_1.01_,4.861034217627662,10.048,19.418,9.735,90.0,95.83,90.0,4.568553181599328,10.258034345607667,19.82389638963098,9.938491675407109,90.0,95.83000000000452,90.0
0_Oxyplumboromeite_298.00_1.01_,9.149599320359355,10.3783,10.3783,10.3783,90.0,90.0,90.0,7.91523030402193,10.892041549410354,10.892041549410354,10.892041549410354,90.0,90.0,90.0
0_Brandholzite_298.00_1.01_,2.6025053414263275,16.119,16.119,9.868,90.0,90.0,120.0,2.415359992194418,16.526096909254278,16.52609690925418,10.117223419599314,90.0,90.0,120.0
0_Potassic-hastingsite_298.00_1.01_,3.802682544239655,9.9587,18.2524,5.3409,90.0,105.02,90.0,3.447876966983032,10.289330134983564,18.85838205345793,5.518218574506076,90.0,105.02000000000726,90.0
0_Viitaniemiite_298.00_1.01_,3.1672917177692144,10.914,7.151,13.672,90.0,109.36,90.0,2.9249646111617755,11.207533626744624,7.343327191208618,14.039710440246536,90.0,109.35999999998944,90.0
0_Ulvospinel1_298.00_1.01_,9.105269203467612,8.5139,8.5139,8.5139,90.0,90.0,90.0,4.734172530878022,10.591229494744702,10.591229494744702,10.591229494744702,90.0,90.0,90.0
0_Trolleite_298.00_1.01_,3.0892630887036576,18.894,7.161,7.161999999999999,90.0,99.99,90.0,2.9808724963450937,19.12032069768206,7.246777628670569,7.247789607113298,90.0,99.98999999999369,90.0
0_Penikisite_298.00_1.01_,3.6821253033395793,8.9577,12.015,4.9079,90.0,100.505,90.0,3.530541641375737,9.08413593830689,12.18458904615653,4.977173914243188,90.0,100.50500000000392,90.0
0_Phase-X_298.00_1.01_,3.1532642030962754,9.9654,9.9654,6.4354,90.0,90.0,120.0,2.993369827652883,10.13979553126152,10.139795531261647,6.548020165962403,90.0,90.0,120.0
0_Pokhodyashinite_298.00_1.01_,5.030298354181154,23.341,3.996,14.07,90.0,110.23,90.0,4.590287690618412,24.065498648460245,4.120034814243046,14.50672918828815,90.0,110.2299999999922,90.0
0_Blodite_298.00_1.01_,2.226564050650111,11.126,8.242,5.539,90.0,100.84000000000002,90.0,2.104961803048703,11.336397968638584,8.397860152572365,5.643745132868003,90.0,100.84000000001102,90.0
0_Borodaevite_298.00_1.01_,6.604628422249092,13.515,4.098,26.0,90.0,93.0,90.0,5.810148407461302,14.106046739633197,4.277216392084154,27.137048851680653,90.0,93.0,90.0
0_Boussingaultite_298.00_1.01_,1.6940727146744627,9.383,12.669,6.22,90.0,107.05,90.0,1.621680887464701,9.520800533577724,12.85505935840297,6.311348110290216,90.0,107.04999999999396,90.0
0_Lomonosovite_298.00_1.01_,3.075032686146029,10.834,7.119,14.487,99.95699999999998,96.71099999999998,90.36,2.9624255018977177,10.96959725224859,7.208100686612228,14.668317832132605,99.95699999999565,96.7110000000071,90.35999999999017
0_Lizardite_298.00_1.01_,2.5838588354641545,10.664,10.663999999999998,7.233,90.0,90.0,120.0,2.4908092626425025,10.795190650057478,10.79519065005737,7.321981805313691,90.0,90.0,120.0
0_Calcium_298.00_1.01_,3.039960394456939,7.378,12.779,10.096,90.0,90.0,90.0,2.822211444661688,7.563223926592234,13.099815472746135,10.349459035358496,90.0,90.0,90.0
0_Tugarinovite_298.00_1.01_,6.537645929621841,11.168,9.684,11.215999999999998,90.0,120.98300000000002,90.0,5.637481582695935,11.73357461526392,10.174421254854618,11.784005451719194,90.0,120.98300000000532,90.0
0_Wadsleyite_298.00_1.01_,3.4342846695127944,8.16,11.68,5.71,90.0,90.0,90.0,3.3482724150865746,8.229289547310328,11.779179155953836,5.758485700385021,90.0,90.0,90.0
0_Tetrahedrite_298.00_1.01_,5.019078266746852,10.331,10.331,10.331,90.0,90.0,90.0,4.943130604156159,10.383666946307285,10.383666946307285,10.383666946307285,90.0,90.0,90.0
0_Trattnerite_298.00_1.01_,2.755817923736886,10.05,10.05,14.338,90.0,90.0,120.0,2.599655989003264,10.247398672060449,10.247398672060536,14.619622105472867,90.0,90.0,120.0
0_Dmisteinbergite_298.00_1.01_,2.8086252547724486,5.1,10.199999999999998,14.72,90.0,90.0,120.0,2.5178347345348624,5.289472561572028,10.578945123144123,15.266869824772751,90.0,90.0,120.0
0_Hexahydrite_298.00_1.01_,1.723178937327719,10.11,7.212,24.41,90.0,98.3,90.0,1.643542876150188,10.270887499999647,7.326769599406308,24.79845340009798,90.0,98.29999999999194,90.0
0_Faustite_298.00_1.01_,2.9287606875492584,7.419,7.629,9.905,69.17,69.88,64.98,2.8109203728804597,7.521303167366525,7.734198930292369,10.041583484669824,69.17,69.88000000000359,64.97999999999972
0_Jacquesdietrichite_298.00_1.01_,3.30117223126805,9.455,5.866,8.668,90.0,90.0,90.0,3.116033291833268,9.638779038869226,5.980018809307992,8.836481936427163,90.0,90.0,90.0
0_Fermorite_298.00_1.01_,3.988641280076659,9.5935,9.5966,13.9508,90.0,90.0,119.971,3.460051105340517,10.059286946507331,10.0625374587848,14.62814409061715,90.0,90.0,119.97100000000955
0_Hammarite_298.00_1.01_,7.052463424474133,33.7726,11.5857,4.01,90.0,90.0,90.0,6.708093934034064,34.341234072456345,11.780770079687668,4.077516940672292,90.0,90.0,90.0
0_Amakinite_298.00_1.01_,3.445829864168432,9.774,9.774,9.21,90.0,90.0,120.0,4.377189153932548,9.025529989888003,9.025529989888046,8.504719787893444,90.0,90.0,120.0
0_Purpurite_298.00_1.01_,3.713664529556715,9.52,9.68,11.638,90.0,90.0,90.0,3.372987978810847,9.83046668027504,9.995684607674738,12.017538994227266,90.0,90.0,90.0
0_Rammelsbergite_298.00_1.01_,7.087270502859168,9.5164,11.5898,10.632,90.0,90.0,90.0,6.85400843203867,9.623170599570765,11.719833404954128,10.751287232003197,90.0,90.0,90.0
0_Zhangpeishanite_298.00_1.01_,4.566104336056585,13.1817,8.7878,14.4496,90.0,90.0,90.0,4.26404869705989,13.485993747338997,8.990662498225925,14.783162661231064,90.0,90.0,90.0
0_Monazite-(La)_298.00_1.01_,5.08104458161979,13.6626,7.0705,13.0068,90.0,103.26999999999998,90.0,4.887612951157212,13.840534345156216,7.162582384570147,13.17619355910148,90.0,103.27000000000707,90.0
0_Niggliite_298.00_1.01_,13.168921952705771,12.309,12.309,10.856,90.0,90.0,120.0,12.362719542712634,12.57097767583758,12.570977675837542,11.087052859606146,90.0,90.0,120.0
0_Nissonite_298.00_1.01_,2.7802393789859168,22.523,5.015,10.506,90.0,99.62000000000002,90.0,2.6599912109490456,22.85752783241496,5.089486395220931,10.662042685581516,90.0,99.6199999999961,90.0
0_Bararite_298.00_1.01_,2.0326379062014195,11.568,11.568,9.592,90.0,90.0,120.0,2.0298123916859576,11.581747965845135,11.581747965845134,9.603399592702852,90.0,90.0,120.0
0_Actinolite_298.00_1.01_,3.1368078209474035,9.834,18.078,5.283,90.0,104.63,90.0,2.864832131948165,10.13594818648676,18.633076196390824,5.445211945211449,90.0,104.63000000000392,90.0
0_Sobolevskite_298.00_1.01_,11.880034451141382,12.69,12.69,11.38,90.0,90.0,120.0,11.1347498502296,12.96707551685724,12.967075516857353,11.62847276452606,90.0,90.0,120.0
